"user_id","event_id","billing_promoter_tier","in_library","is_exclusive","is_primary","is_allocation","has_deal","label","total_candidates"
"60340155b06905000110a08d","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"6038a561b0690500011117b9","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"60392de5ec00bf0001258d19","634820ccd1f70f00013905da",pro,true,false,true,false,true,bronze,1
"604743e3c942ac000155af1c","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"604b93836cec2b0001793c8b","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"604e6054ff1f130001c248e5","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"605483105799c30001fc0e00","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"6063a901bfd6670001647c67","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"606c90551e26fb00019988a0","634e1250c848d40001cd166e",max,true,false,true,false,true,gold,1
"60721dad21615000016940fc","6346f2183ab4d300016a7f8f",max,true,true,false,false,true,gold_plus,1
"607b37346a4e65000193d85e","6346f2183ab4d300016a7f8f",max,true,true,false,false,true,gold_plus,1
"607c97186a4e65000193ef1a","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"60813657a0b8420001bff160","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"608fd3431609080001067096","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"6091790cf4fb2700015fd7ad","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"6095a769ac659b00013163d4","634d80639a1c7a0001f4f0db",pro,true,true,false,false,true,bronze,1
"6096982555825f0001f89556","634d80639a1c7a0001f4f0db",pro,true,true,false,false,true,bronze,1
"6098bbf9ac659b000131b4e5","6346f2183ab4d300016a7f8f",max,true,true,false,false,true,gold_plus,1
"60a8f7fc537f1200014c3b83","6346b69c83f53d000125cae9",pro,true,true,false,false,true,bronze,1
"60acc31c3e546a00019f7810","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"60b0a8da6435670001e4ee40","634820ccd1f70f00013905da",pro,true,false,true,false,true,bronze,1
